Reference,Gene,Peptide,Protein,miR-17/20a_6mer,miR-17/20a_7mer-A1,miR-17/20a_7mer-m8,miR-17/20a_8mer,miR-18a_6mer,miR-18a_7mer-A1,miR-18a_7mer-m8,miR-18a_8mer,miR-19a/b_6mer,miR-19a/b_7mer-A1,miR-19a/b_7mer-m8,miR-19a/b_8mer,miR-92a_6mer,miR-92a_7mer-A1,miR-92a_7mer-m8,miR-92a_8mer
NM_006303,JTV1,6,0.083600861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004343,CALR,11,0.08375871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004134,HSPA9,47,0.083829331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020708,SLC12A5,3,0.084069929,0,0,0,0,0,0,0,0,1,0,0,0,5,4,2,2
NM_012181,FKBP8,4,0.084364587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001419,ELAVL1,9,0.084839612,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
NM_003979,GPRC5A,3,0.0848533,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0
NM_006893,LGTN,4,0.085026556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014412,CACYBP,6,0.085028327,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
NM_003135,SRP19,2,0.085049847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_012260,HACL1,2,0.085106366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014003,DHX38,14,0.085632735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033556,PPM1B,8,0.085673179,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_177968,PPM1B,8,0.085673179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033557,PPM1B,8,0.085673179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_173611,FAM98B,5,0.085673892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042429,FAM98B,5,0.085673892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006241,PPP1R2,4,0.085804809,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_182800,ARS2,5,0.085899134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020135,WRNIP1,4,0.085940856,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
NM_001079521,KTN1,37,0.086027343,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_002265,KPNB1,42,0.086084637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_002133,HMOX1,4,0.086180851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018135,MRPS18A,2,0.086758797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032351,MRPL45,3,0.086835161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001101653,COMMD9,5,0.086908364,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004960,FUS,15,0.087055545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003827,NAPA,11,0.087100183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006245,PPP2R5D,4,0.087818062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006156,NEDD8,10,0.087966667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004607,TBCA,18,0.087982234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002439,MSH3,6,0.088246659,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_018332,DDX19A,10,0.088648958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006282,STK4,10,0.088662239,1,0,1,0,3,0,1,0,3,0,1,0,1,1,0,0
BC005231.1,STK4,10,0.088662239,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0
NM_006444,SMC2,5,0.088704353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006595,API5,3,0.08877633,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
NM_017952,PTCD3,10,0.088830194,2,0,1,0,0,0,0,0,3,1,2,1,1,0,0,0
NM_016245,HSD17B11,2,0.088909171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_017722,TRMT1,3,0.089339221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_013346,SNX12,4,0.08935033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138287,DTX3L,3,0.089373255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014515,CNOT2,7,0.089581662,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_004773,ZNHIT3,2,0.089748835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_206855,QKI,3,0.089830839,4,0,2,0,2,1,1,1,6,3,3,2,2,1,0,0
NM_006775,QKI,3,0.089830839,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_172164,NASP,9,0.090170497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018492,PBK,3,0.090390594,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080476,PIGU,2,0.090524885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_015074,KIF1B,3,0.090802384,4,1,1,0,2,0,1,0,3,1,0,0,1,0,1,0
NM_183416,KIF1B,3,0.090802384,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_133494,NEK7,3,0.09103572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004832,GSTO1,2,0.091343134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002014,FKBP4,16,0.091378279,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_004708,PDCD5,3,0.091537369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004044,ATIC,36,0.091560783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003826,NAPG,6,0.092095341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015160,PMPCA,7,0.092142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_033091,TRIM4,3,0.092637556,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
BC025949.1,TRIM4,3,0.092637556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024523,GCC1,4,0.092812632,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_032869,NUDCD1,7,0.093057516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024602,HECTD3,2,0.093252779,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0
NM_018842,BAIAP2L1,4,0.093488021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006802,SF3A3,3,0.094083996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003689,AKR7A2,10,0.0941924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007103,NDUFV1,2,0.094376579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030811,MRPS26,5,0.094509887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037334,USP14,24,0.094874226,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_000064,C3,10,0.094945877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006310,NPEPPS,11,0.095015803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006310,NPEPPS,11,0.095015803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_023080,C8ORF33,4,0.095189019,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_002080,GOT2,30,0.09518964,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_016297,PCYOX1,14,0.095326908,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0
NM_002799,PSMB7,8,0.09541422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000274,OAT,4,0.095509778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_031284,ADPGK,3,0.095632436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014077,FAM32A,2,0.095681923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_014235,UBL4A,2,0.09587202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042492,NF1,15,0.095962716,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0
NM_001035230,RABGAP1L,3,0.096113716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004461,FARSA,12,0.096148059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_031229,RBCK1,6,0.096315311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181462,MRPL55,4,0.096437373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004422,DVL2,5,0.096645691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004924,ACTN4,76,0.096862187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_134269,SMTN,2,0.097076106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024722,ACBD4,2,0.09725252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006325,RAN,9,0.097367505,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
NM_005736,ACTR1A,7,0.097893125,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_006319,CDIPT,6,0.098621966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017988,SCYL2,4,0.098849247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021824,NIF3L1,3,0.09910285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004698,PRPF3,4,0.099317142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000240,MAOA,3,0.099422025,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_003972,BTAF1,4,0.099684696,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NM_002203,ITGA2,5,0.099769425,4,0,1,0,2,1,2,1,2,1,2,1,0,0,0,0
NM_001078,VCAM1,2,0.099849051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152636,METT5D1,4,0.099922677,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_006818,MLLT11,3,0.099944457,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_007178,STRAP,6,0.100210333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015984,UCHL5,6,0.1002456,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_181491,MED22,3,0.10065205,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
NM_003659,AGPS,11,0.100775356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005990,STK10,6,0.100854992,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_001080415,SR140,8,0.100892869,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
NM_020710,LRRC47,7,0.100977926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001551,IGBP1,4,0.101136867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015013,AOF2,6,0.101373359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK094536.1,AOF2,6,0.101373359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001079881,PRKD2,3,0.101520098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006364,SEC23A,19,0.101523503,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_015953,NOSIP,2,0.101670746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032854,CORO6,2,0.101896559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_133452,RAVER1,3,0.101949458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_022091,ASCC3,17,0.101961277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006828,ASCC3,17,0.101961277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006946,SPTBN2,12,0.102038419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015658,NOC2L,2,0.102044963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015047,KIAA0090,6,0.102067811,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
NM_022730,COPS7B,4,0.102313953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003156,STIM1,5,0.102370043,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081559,CPSF4,6,0.102503533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040001,MLLT4,13,0.102567677,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040000,MLLT4,13,0.102567677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003758,EIF3J,6,0.102711188,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_013245,VPS4A,8,0.102928758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001428,ENO1,141,0.103084314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014281,PUF60,4,0.10318034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_001100161,XPO7,10,0.103369504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000884,IMPDH2,11,0.103386757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138392,SHKBP1,4,0.103487261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_014473,DIMT1L,2,0.103548334,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
BC002841.2,DIMT1L,2,0.103548334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002797,PSMB5,2,0.103874621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005455,ZRANB2,2,0.103918747,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
NM_020772,NUFIP2,2,0.104066919,6,1,1,0,3,0,2,0,2,1,1,1,3,0,1,0
NM_005347,HSPA5,94,0.105212346,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001659,ARF3,17,0.105273233,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
NM_004725,BUB3,4,0.105380586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_004894,C14ORF2,2,0.10563469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_002813,PSMD9,6,0.105834502,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
NM_005857,ZMPSTE24,7,0.105898729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015138,RTF1,3,0.105938937,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_022915,MRPL44,6,0.106126997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_177989,ACTL6A,11,0.10618736,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_020365,EIF2B3,11,0.106795766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017813,IMPAD1,2,0.107015308,2,0,1,0,3,0,0,0,1,1,0,0,2,1,1,0
NM_012321,LSM4,14,0.107158609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020922,WNK3,2,0.107487735,3,1,1,1,1,0,0,0,2,1,1,1,0,0,0,0
NM_006648,WNK2,2,0.107487735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022346,NCAPG,10,0.107704591,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_013392,NRBP1,3,0.107724633,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_012298,CAND2,2,0.107922223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032476,MRPS6,2,0.108015236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032569,N-PAC,3,0.10801536,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0
NM_012456,TIMM10,6,0.108219965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007357,COG2,5,0.108336225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013276,SHPK,2,0.108341906,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
NM_005902,SMAD3,2,0.108811432,3,0,0,0,9,1,2,0,0,0,0,0,2,0,0,0
NM_138565,CTTN,14,0.108889325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_173473,C10ORF104,2,0.109019488,2,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0
NM_019610,CCBL2,3,0.109204932,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001008662,CCBL2,3,0.109204932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006824,EBNA1BP2,2,0.10928639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_052850,GADD45GIP1,6,0.10936907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001567,INPPL1,8,0.109471524,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
NM_001003941,OGDH,29,0.109518729,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_002541,OGDH,29,0.109518729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022100,MRPS14,2,0.10964072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_203355,CTAGE5,3,0.109931587,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
NM_005687,FARSB,4,0.110034053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK001025.1,FARSB,4,0.110034053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016059,PPIL1,13,0.110126838,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_000454,SOD1,3,0.110180182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012091,ADAT1,2,0.110252923,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002795,PSMB3,13,0.110479417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005760,CEBPZ,3,0.110534246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000801,FKBP1A,5,0.110642125,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
NM_014039,C11ORF54,4,0.110959252,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_005869,SDCCAG10,3,0.110968642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX647971.1,SDCCAG10,3,0.110968642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002157,HSPE1,22,0.111050314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_177951,PPM1A,3,0.111112805,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_177952,PPM1A,3,0.111112805,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_020175,DUS3L,4,0.111124738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001029,RPS26,2,0.111234803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013302,EEF2K,5,0.111423849,3,0,1,0,2,1,0,0,1,1,0,0,2,0,1,0
NM_017736,THUMPD1,4,0.111505585,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
NM_014673,TTC35,2,0.111908208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004958,FRAP1,20,0.111968747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007229,PACSIN2,7,0.111994302,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_001024688,NBN,7,0.112152707,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
NM_006289,TLN1,110,0.112464548,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK001026.1,TLN1,110,0.112464548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001103,ACTN2,24,0.112530164,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
NM_013338,ALG5,6,0.112593425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004450,ERH,5,0.112629775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014018,MRPS28,3,0.112699767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_175610,TJP1,6,0.112748096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024710,ISOC2,2,0.113107956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145808,MTPN,7,0.113604634,1,0,0,0,3,1,0,0,0,0,0,0,2,2,0,0
NM_148894,FAM44A,8,0.113759512,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_018158,SLC4A1AP,3,0.113785708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102401,C8ORF41,2,0.114068593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015938,NMD3,5,0.114107924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007221,PMF1,2,0.114161318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005804,DDX39,9,0.114297807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013848,EXOC6,4,0.114498606,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_001048210,CLCC1,2,0.114618194,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
NM_032169,ACAD11,2,0.115077546,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_007124,UTRN,27,0.115149265,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
NM_016494,RNF181,4,0.115329185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_023936,MRPS34,2,0.11545555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_021074,NDUFV2,4,0.115634022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006808,SEC61B,6,0.115813852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004567,PFKFB4,7,0.1158897,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_003142,SSB,13,0.116070451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006756,TCEA1,13,0.11607105,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_139179,DAGLB,2,0.116976936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058169,LOH12CR1,8,0.1171167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_005610,RBBP4,7,0.11720249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017547,FOXRED1,2,0.117286529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_006702,PNPLA6,15,0.117310555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_019592,RNF20,12,0.117732531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK128430.1,TUBGCP2,4,0.11787236,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006659,TUBGCP2,4,0.11787236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012096,APPL1,3,0.117907775,3,2,0,0,0,0,0,0,1,0,1,0,3,1,1,1
NM_012325,MAPRE1,2,0.117943809,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_031280,MRPS15,4,0.11802505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020378,NAT14,2,0.118276792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145869,ANXA11,11,0.118287321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001099409,EHBP1L1,6,0.118374979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK000905.1,UNC45A,21,0.119084504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018671,UNC45A,21,0.119084504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK128480.1,UNC45A,21,0.119084504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012201,GLG1,18,0.119101663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005335,HNRNPL,9,0.119312607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005065,SEL1L,11,0.119383285,2,1,0,0,2,0,1,0,2,1,1,1,2,0,1,0
NM_018473,THEM2,2,0.119446313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014280,DNAJC8,2,0.11955896,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
NM_145212,MRPL30,2,0.119803628,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0
NM_001003703,ATP5J,17,0.119963454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_201414,APP,8,0.120297251,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003685,KHSRP,31,0.120451577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002791,PSMA6,14,0.120477685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198901,SRI,15,0.120598677,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_001273,CHD4,22,0.120671141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_021159,RAP1GDS1,5,0.120798526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002168,IDH2,22,0.121107983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018077,RBM28,2,0.121274068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032345,WIBG,3,0.121284545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002828,PTPN2,3,0.12142061,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080422,PTPN2,3,0.12142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004710,SYNGR2,5,0.122211286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004229,MED14,17,0.122337973,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
NM_000026,ADSL,2,0.122781675,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006233,POLR2I,3,0.123240362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015113,ZZEF1,8,0.123409663,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_012426,SF3B3,15,0.123542455,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_005969,NAP1L4,3,0.12375525,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_017679,BCAS3,5,0.1238631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_007007,CPSF6,12,0.123941746,6,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0
NM_016071,MRPS33,2,0.123977019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
